Size of Data, Degree of Sortedness, Bubble Runtime, Bubble Footprint, Selection Runtime, Selection Footprint, Insertion Runtime, Insertion Footprint, MergeSort Runtime, MergeSort Footprint, QuickSort Runtime, QuickSort Footprint
8910, 20604876, 7.71587896, 16.72656250, 3.51131512, 16.72656250, 3.59929226, 16.72656250, 0.32246932, 16.72656250, 0.28875890, 16.72656250
9010, 20977614, 8.08148990, 16.72656250, 3.54238942, 16.72656250, 3.72352630, 16.72656250, 0.32269948, 16.72656250, 0.28046798, 16.72656250
9110, 21398985, 7.81757742, 16.72656250, 3.65055548, 16.72656250, 3.72371864, 16.72656250, 0.33469736, 16.72656250, 0.27389440, 16.72656250
9210, 21826739, 8.03167286, 16.72656250, 3.80824778, 16.72656250, 4.03913900, 16.72656250, 0.32018368, 16.72656250, 0.28565300, 16.72656250
9310, 22232254, 8.09583070, 16.72656250, 3.79537830, 16.72656250, 3.97113056, 16.72656250, 0.32549214, 16.72656250, 0.28540298, 16.72656250
9410, 22598448, 8.56944888, 16.72656250, 4.08216672, 16.72656250, 3.92011334, 16.72656250, 0.32408754, 16.72656250, 0.28268912, 16.72656250
9510, 22984956, 8.55596478, 16.72656250, 3.99771506, 16.72656250, 3.99080278, 16.72656250, 0.35951330, 16.72656250, 0.29144988, 16.72656250
9610, 23437282, 9.32043060, 16.72656250, 4.17268392, 16.72656250, 4.05931404, 16.72656250, 0.33446714, 16.72656250, 0.28309568, 16.72656250
9710, 24065967, 8.77775136, 16.72656250, 4.31867450, 16.72656250, 4.65796976, 16.72656250, 0.34916556, 16.72656250, 0.28470314, 16.72656250
9810, 24556254, 9.00844776, 16.72656250, 4.19204046, 16.72656250, 4.23328586, 16.72656250, 0.33921142, 16.72656250, 0.30211856, 16.72656250
9910, 24994865, 9.29034124, 16.72656250, 4.38391392, 16.72656250, 4.31439160, 16.72656250, 0.33072852, 16.72656250, 0.28137670, 16.72656250
10010, 25499998, 9.71581656, 16.72656250, 4.34075658, 16.72656250, 4.43347488, 16.72656250, 0.35205874, 16.72656250, 0.28525254, 16.72656250
