Size of Data, Degree of Sortedness, Bubble Runtime, Bubble Footprint, Selection Runtime, Selection Footprint, Insertion Runtime, Insertion Footprint, MergeSort Runtime, MergeSort Footprint, QuickSort Runtime, QuickSort Footprint
11610, 33260592, 12.88199402, 15.73281250, 6.18242996, 15.73281250, 6.07532522, 15.73281250, 0.34581036, 15.83593750, 0.33585448, 15.73046875
11710, 33839405, 13.13535242, 15.73359375, 6.21090248, 15.73359375, 6.15340332, 15.73359375, 0.34693048, 15.83593750, 0.35164360, 15.73359375
11810, 34438188, 13.34632686, 15.73515625, 6.55219064, 15.73515625, 6.30315528, 15.73515625, 0.35528498, 15.84296875, 0.34666178, 15.73593750
11910, 34992163, 14.17020360, 15.73750000, 6.78917974, 15.73750000, 6.41194224, 15.73750000, 0.34902630, 15.84531250, 0.33706096, 15.73750000
12010, 35562263, 13.75977936, 15.75781250, 6.93925386, 15.75781250, 6.48070052, 15.75781250, 0.35299262, 15.86718750, 0.33845990, 15.76171875
12110, 36186530, 14.12882066, 15.76640625, 7.00240696, 15.76640625, 6.58833388, 15.76796875, 0.35967882, 15.87109375, 0.33926306, 15.76718750
12210, 36795151, 14.20896094, 15.76718750, 6.82043210, 15.76875000, 6.73542088, 15.76875000, 0.39964344, 15.89062500, 0.35963670, 15.76718750
12310, 37457695, 14.70609400, 15.77031250, 6.86866700, 15.77187500, 6.81036994, 15.77187500, 0.36156618, 15.89062500, 0.35096532, 15.76562500
12410, 38051474, 15.23685276, 15.77343750, 6.97282664, 15.77343750, 7.08901244, 15.77343750, 0.38191030, 15.91406250, 0.35861818, 15.77578125
12510, 38647575, 14.81800806, 15.78828125, 7.11171020, 15.78828125, 7.32619898, 15.78828125, 0.36486026, 15.92812500, 0.35641658, 15.78906250
12610, 39260206, 15.94672114, 15.79531250, 7.29268434, 15.79531250, 7.46032542, 15.79687500, 0.44573634, 15.92968750, 0.35804136, 15.79609375
12710, 39835030, 15.27375802, 15.79453125, 7.33651648, 15.79609375, 7.63515634, 15.79609375, 0.40448254, 15.92968750, 0.37425368, 15.79453125
12810, 40439717, 15.88100424, 15.79453125, 7.60534002, 15.79921875, 7.64284074, 15.79921875, 0.37331508, 15.92968750, 0.35606866, 15.79453125
12910, 41047273, 15.99312140, 15.80234375, 7.56276622, 15.80234375, 7.67888682, 15.80234375, 0.36334238, 15.93125000, 0.36016816, 15.80078125
13010, 41642801, 16.03183162, 15.80312500, 7.69017254, 15.80312500, 7.58904650, 15.80781250, 0.39182274, 15.93906250, 0.36515710, 15.80156250
13110, 42311028, 16.38115604, 15.80468750, 7.73436162, 15.80468750, 7.57740246, 15.80625000, 0.39293158, 15.94140625, 0.35684812, 15.80468750
13210, 42973042, 16.56663602, 15.80781250, 7.88691518, 15.80937500, 7.80459628, 15.80937500, 0.37492656, 15.92500000, 0.34888320, 15.81093750
13310, 43658221, 17.71276780, 15.82343750, 8.09402182, 15.82500000, 8.02945094, 15.82656250, 0.38656188, 15.94296875, 0.37858916, 15.82265625
13410, 44276275, 16.96499482, 15.83750000, 8.16711302, 15.83906250, 7.94244966, 15.83906250, 0.39346272, 15.95234375, 0.37321254, 15.84140625
13510, 44955049, 17.10238706, 15.86093750, 8.25049720, 15.86093750, 8.06124622, 15.86093750, 0.37994888, 15.97734375, 0.37683070, 15.87578125
13610, 45634440, 17.82117254, 15.91328125, 8.52729468, 15.91484375, 8.21276676, 15.91484375, 0.38144704, 16.02812500, 0.37009600, 15.91250000
13710, 46360005, 17.79484640, 15.91562500, 8.48346610, 15.91562500, 8.30985876, 15.91562500, 0.38321764, 16.03515625, 0.37192188, 15.91406250
13810, 46991271, 17.88558938, 15.91406250, 8.77895464, 15.91406250, 9.08024460, 15.91406250, 0.39161364, 16.03906250, 0.37925148, 15.91406250
13910, 47779242, 19.63609418, 15.93359375, 8.74189688, 15.93515625, 9.25800904, 15.93515625, 0.38141482, 16.07187500, 0.38083590, 15.93828125
14010, 48493695, 18.43669550, 15.94765625, 8.91443466, 15.94765625, 8.70816732, 15.94765625, 0.37981220, 16.08046875, 0.37816648, 15.94843750
14110, 49198401, 19.27476344, 15.96015625, 9.17007610, 15.96171875, 8.84367974, 15.96171875, 0.40669620, 16.09375000, 0.39591312, 15.95859375
14210, 49878223, 18.96115616, 15.95703125, 9.06332374, 15.95703125, 8.95653516, 15.95703125, 0.38870190, 16.09375000, 0.38969420, 15.95859375
14310, 50607243, 19.46294232, 15.96328125, 9.27336252, 15.96328125, 9.00762298, 15.96328125, 0.38290490, 16.11015625, 0.37766950, 15.95859375
14410, 51357823, 19.75376730, 15.96484375, 9.30747532, 15.96484375, 9.40376498, 15.96484375, 0.40730284, 16.11328125, 0.38541362, 15.96640625
14510, 52060964, 20.41514620, 15.97109375, 9.51977540, 15.97421875, 9.48337212, 15.97421875, 0.39494352, 16.11328125, 0.38553812, 15.97031250
14610, 52754769, 20.29396270, 15.97187500, 9.50195846, 15.97187500, 9.38250430, 15.97187500, 0.44244122, 16.11718750, 0.41371624, 15.96875000
14710, 53428982, 20.32430768, 15.97187500, 9.67695596, 15.97187500, 9.62100260, 15.97187500, 0.43565492, 16.11718750, 0.44489336, 15.96875000
14810, 54195266, 20.74054418, 15.98750000, 10.08343220, 15.98906250, 9.85253090, 15.98906250, 0.46598114, 16.12500000, 0.43667814, 15.98828125
14910, 54898551, 20.76268722, 15.98984375, 9.97676132, 15.99140625, 9.78179454, 15.99140625, 0.40371940, 16.12890625, 0.39735652, 15.98984375
15010, 55565448, 21.04365646, 15.99453125, 10.03889636, 15.99453125, 10.11122246, 15.99453125, 0.39941958, 16.12890625, 0.39375712, 15.99375000
15110, 56335366, 21.49195348, 15.99609375, 10.50751860, 15.99609375, 10.76226300, 15.99609375, 0.40692386, 16.12890625, 0.40098146, 15.99609375
15210, 57049655, 21.64493682, 15.99687500, 10.43818504, 15.99687500, 10.21526610, 15.99687500, 0.41572930, 16.13671875, 0.41454836, 15.99687500
15310, 57809242, 22.08441144, 16.00156250, 10.64794250, 16.00156250, 10.29107854, 16.00312500, 0.41608052, 16.14375000, 0.41132860, 16.00000000
15410, 58497217, 22.31955022, 16.00156250, 11.28296492, 16.00234375, 10.49622192, 16.00234375, 0.40451848, 16.15234375, 0.41273032, 16.00156250
15510, 59309240, 23.90669922, 16.04140625, 11.02591432, 16.04140625, 11.03876718, 16.04296875, 0.40983986, 16.20468750, 0.41638884, 16.07109375
15610, 60091262, 23.02699200, 16.15234375, 10.92197188, 16.15390625, 10.68679358, 16.15390625, 0.40740588, 16.31015625, 0.41212332, 16.15156250
15710, 60915287, 23.56006210, 16.15859375, 10.99981884, 16.16015625, 10.85462020, 16.16015625, 0.41129204, 16.30078125, 0.42062292, 16.15546875
15810, 61702073, 25.47262018, 16.15234375, 11.19444552, 16.15234375, 11.07087288, 16.15390625, 0.41427108, 16.30078125, 0.43259054, 16.15234375
15910, 62454578, 24.19222430, 16.15390625, 11.25987114, 16.15390625, 11.66495622, 16.15546875, 0.41774824, 16.30859375, 0.41741734, 16.15390625
16010, 63310689, 23.90077076, 16.15703125, 12.22581854, 16.15859375, 11.21755074, 16.16015625, 0.42442798, 16.32812500, 0.41540850, 16.15781250
16110, 64090114, 24.18024760, 16.15781250, 11.67482628, 16.15937500, 11.36183066, 16.16093750, 0.41921458, 16.31640625, 0.43688018, 16.15625000
16210, 64838202, 24.54904528, 16.16015625, 11.77216356, 16.16171875, 12.98263462, 16.16171875, 0.42042062, 16.32031250, 0.42293582, 16.16171875
16310, 65586666, 25.14693484, 16.16718750, 11.90221776, 16.16718750, 12.21992426, 16.16718750, 0.42699184, 16.33828125, 0.44359840, 16.16484375
16410, 66341831, 25.13855568, 16.16718750, 12.52601702, 16.16718750, 12.50680520, 16.16875000, 0.59149888, 16.32421875, 0.52083846, 16.16875000
16510, 67152135, 25.39979274, 16.16875000, 12.13633330, 16.16875000, 11.93496852, 16.16875000, 0.41617126, 16.32421875, 0.42965044, 16.16718750
16610, 67947032, 25.54283046, 16.16875000, 12.94869814, 16.17031250, 12.03318858, 16.17031250, 0.43145724, 16.32421875, 0.43174038, 16.16718750
16710, 68790063, 25.94170478, 16.17421875, 12.81486308, 16.17421875, 12.52399006, 16.17421875, 0.42113326, 16.32812500, 0.43216836, 16.17265625
16810, 69605913, 26.32481720, 16.17109375, 12.56237710, 16.17109375, 13.00073228, 16.17109375, 0.42281422, 16.32812500, 0.42794712, 16.16796875
16910, 70494014, 27.32455916, 16.16953125, 12.75823310, 16.16953125, 12.47648004, 16.16953125, 0.41720116, 16.33203125, 0.44080512, 16.16796875
17010, 71295661, 27.04901044, 16.17109375, 13.15940010, 16.17109375, 12.58949640, 16.17109375, 0.43614730, 16.33203125, 0.45204440, 16.17109375
